,Question,reponse,type
1978,"السلام عليكم
قبل شوي ركبت تقويم واحس الآن بتلامس بين الناب السفلي والعلوي على الطرف الأيمن
الناب العلوي السن وتد وتركيب
الطبيب يقول لي التلامس عادي
هل هذا الشيئ عادي ولا اروح للطبيب مرة ثانية
يحاول يسوي شي لأن التلامس بينهم واضح الاحتكاك ومزعج عند الإطباق",و عليكم السلام نعم هذا الاحساس طبيعي في البداية عندما تبدا الاسنان في التحرك سيزول هذا الاحساس,أمراض الأسنان
1979,انا اعاني من ذهاب وجهي لليمين عند الابتسامه او الضحك او الكلام علماً بأني أعاني من طقطقة الفك، ما المشكلة وكيف يمكن علاجها,هذه غالبا مشكله في مفصل الفك ويجب عمل اشعه للتأكد من ذلك اما في الوقت الحالي فيوجد بعض التعليمات التي يجب عملها لتجنب المضاعفات اولا يجب عدم تناول الاطعمة الشديده القساوه عدم فتح الفم فتحه كبيره لتناول الاطعمه مثل التفاح ويجب تقطيعها لقطع صغيره قبل تناولها مقدار فتح الفم مقدار ملعقه ممسوحه اي تجنب ملئ الملعقه بكميات اكل كثيره حتى لا يحتاج لفتح الفم فتحه كبيرهتجنب حدوث رشح او زكام لكي لا يظل الفم مفتوح اثناء النوم النوم على وساده افقيه اي لا تكون الرأس اعلى من مستوى باقي الجسم لتجنب اعوجاج الفم اثناء النوم عمل حركة سريعه للفك مثلا مضغ اللبان لمده عشر دقائق 3 مرات يوميا ووضع كمادات ماء ساخن امام الاذنين اثناء ذلك في بعض الاحيان يوصف دواء باسط للعضلات للمساعده على تجنب الطقطقه هذه التعليمات تمارس لمده شهرين وبعدها ان شاء الله سوف يمن الله عليكي بالشفاء,أمراض الأسنان
1980,انا حامل في الشهر الرابع مركبة تقويم وفي الموعد الجاي الدكتور محتاج يعمل اجراء يحتاج تخدير، هل تخدير الاسنان امن للحامل؟,"نعم من الآمن تعرض المرأة الحامل للتخدير الموضعي خلال الحمل عند الحاجة إلى الخضوع لأحد العلاجات في الأسنان أو اللثة فلا داعي للقلق، ويقوم الطبيب باستخدام المخدر المناسب للمرأة الحامل.
 
أود لفت انتباهك إلى ضرورة إعلام الطبيب حول الحمل قبل البدء بالعلاج لتجنب استخدام أدوية أخرى غير آمنة خلال الحمل خلال الإجراء العلاجي الذي سوف يتم اتباعه، أو وصف أحد الأدوية غير المناسبة خلال الحمل.
 
يجدر أيضًا عدم تأجيل الجلسة العلاجية المتفق عليها مع الطبيب لتجنب تطور مشاكل في الأسنان ناجمة عن عدم الالتزام بالخطة العلاجية، خصوصًا أن الخضوع للتخدير الموضعي آمن خلال الحمل فلا يوجد ما يستدعي تأجيل العلاج.
 
",أمراض الأسنان
1981,خلعت ضرسي من 4 ايام و كان الخلع صعب قليلا و قال لي الطبيب ات ابدأ اكل عليه من يوم الجمعه ، ولاكن اجد صعوبه قليلا بسبب هذا الشيء ، هل هذا عظم ؟ ام ماذا ، وكيف يمكنني معالجته,يوجد التهاب ما بعد الخلع .. عليك مقابلة الطبيب لإزالة الجزء الملتهب,أمراض الأسنان
1982,"الم السن خيف واحمرار تحت السن
لا اعلم اذا كان عصب ام لا
وتكون لدي جيوب الاسنان بعد تقويم لمدة سنه
هل استطيع عمل تنظيف اللثة العميق مع وجود التقويم",يحب عليك عمل نظافة دائمة كل ٣ اشهر أو اقل ... لضرورة صحة اللثة مع التقويم نعم يمكنك عمل النظافة,أمراض الأسنان
1983,استخدم هذا المعجون مرتين يوميا فهل ممكن يؤصر على التقويم او غراء التقويم؟ وهل من الممكن ان يسبب حساسية اسنان؟,المعجون المبيض فهو يوجد منه نوعان اما يكون يحتوي على حبيبات سيليكا وهذه مضره جدا وتؤدي لحساسيه الاسنان والنوع الاخر مواد مبيضه مثل ماده hydrogen peroxidوهذه تتواجد بتركيز ضعيف جدا ولا تؤثر على الاسنان,أمراض الأسنان
1984,"خلعت ضرسي من 3 ايام وكان الخلع صعب شويه لانه لم يتبقي من الضرس الا الجذور فقط وقطعه صغيره من الضرس والحمد الله تم خلعه بدون تدخل جراحي ، ظهر شيء مثل الكره بين الخد و الضرس يئلم قليلا ، ما هذا و ما هو الحل .
عمري 16 سنه .",يجب مراجعة الطبيب للكشف واخذ العلاج اللازم ويمكن اخذ مسكن مؤقتا لحين مراجعة الطبيب,أمراض الأسنان
1985,"بعد تعديل التلبيسة في انتفاخ الخد بس مو مره من جهة التلبيسة
بعد تعديل التلبيسه في انتفاخ الخد من جهة التلبيسة مو مره",يجب مراجعه الطبيب للفحص لاستبعاد وجود خراج,أمراض الأسنان
1986,السلام عليكم ركبت اسنان سيراميك قبل اسبوعين و قامت الدكتورة ببرد الأسنان من تحت حتى توازن الأسنان فظهرت المادة المعدنية تحت التركيب هل هنالك اي ضرر من الناحية الصحية على الاسنان او الجسم عمومًا على المدى الطويل,صحيا مافي مشكلة، بس الشكل اذا ازعجك و اللون ممكن يتغير التركيب كله,أمراض الأسنان
1987,اخي لديه ورم خارجي بالخد الايمن وعلمنا ان به خراج ولكن الورم يتزايد حجمه ويكبر لدرجة انه غطى على العين اليمنى فهل هناك اي شئ يمكن وضعه عليه مرقتا لكي يتوقف عن النمو اكثر,يجب اخذ مضاد حيوي مناسب يصفه لك طبيب الاسنان ضروري ضروري ويبدأ الطبيب في علاج الضرس المتسبب في الخراج...ارجو عدم الاستهانه والتوجه للعلاج,أمراض الأسنان
1988,قم بعمل تركيبه ثابته للفك العلوي كامله ولكن كانت غير صحيحه وعند اعتراضي علي المقاس لم يعترف الدكتور بذلك ورفض ازالتها وتغيرها وبعد اسبوع ظهر خراج في جانب اللثه ولكنه مثل الفتحه يقوم بالصرف من تلقاء نفسه اثناء المضغ ولا يلتأم وتوجهت لأكثر من طبيب ولكنهم اجمعوا علي تغيرها ولكن الوضع الان لا يسمح,"للاسف حلها ان تقوم بخلع التركيبة وعمل واحده بمقاس اخر لانها هي التي ؤثر علي اللثة وتسبب الالتهاب
او يمكن في بعض الحالات وليس كلها ان نعدل في التركيبه نفسها فلو استشرت طبيب اسنان اخصائي تركيبات يكون افضل ....وبالنسبه للالتهاب اللثة يمكنك مؤقتا استخدام خيط الاسنانdental floss لاخراج الطعام المحشور و تقلل من الالتهاب ثم عليك بالاهتمام بنظافة اسنانك و اسخدم غسول فمومضاد للالتهاب متوفر في الصيدليات...الف سلامة",أمراض الأسنان
1989,عندما خلعته توجعت كثيرا و بعد ٣ اسابيع الألم تضاعف و لا استطيع التحمل مهما اخذت من مسكنات الا يوجد فائده,"يجب الفحص حتى يكشف على مكان الجرح وقد تحتاج لعمل اشعة يقررها الطبيب...يجب مراجعة الطبيب والكشف
الف سلامة",أمراض الأسنان
1990,ركبت تقويم معدني للفك العلوي عندي فراغات وناب خلف السن اللبني وتقدم بسيط للفك العلوي ،والفك السفلي ركبت زي التقويم الشفاف المتحرك قالت لي بعد مانسحب الناب لمكانه اركب تقويم معدني للفك السفلي ، هل هناك مشكلة لو ازلت التقويم المتحرك لأنه غير مريح,لكل طبيب خطه علاجيه قبل الشروع بعمليه لتركيب. ويطلع مريضه عليها قبل البدء. الرجوع إلى طبيبك هو الحل الأفضل,أمراض الأسنان
1991,السن عند كسر جزء منه ماالفرق بين الم الاسنان الدائمة هل يشعر بالالم نفس الاسنان اللبنية للطفل هل يشعرون نفس الالم او مختلف الالم بينهم,"اذا الكسر وصل لعصب السن واصبح مكشوفا يكون الالم شديد جدان في الاسناد اللبنيه والدائمه ايضا
المضوع كله في حجم الكسر ومكانه ولا علاقة بان كانت لبنيه او دائمه",أمراض الأسنان
1992,السلام عليكم انا من اسبوع سويت برد لاسناني عشان اسوي بريدج و عدسات للاسنان و الدكتور قال لي ارجع بعد ١٠ ايام عشا التركيب بس انا احس بالم شديد في ضروسي بعد هذا البرد فهل هذا طبيعي؟؟,وعليكم السلام ورحمة الله وبركاته ...بعض من الالم ليس فيه مشكله ويمكنك اخد مسكن ولكن لو الالام شديده ومستمرة يجب الرجوع اللي الطبيب خوفا من ان يكون احد الاسنان انكشف عصبه....وحينها ستحتاجين الي عمل علاج جذور قبل وضع التركييه ...الف سلامة,أمراض الأسنان
1993,الم شديد وبعد عمل اشعه ظهر التهاب او كيس لا ادري ممكن تشخص والحاله مع العلاج علما انها ازالت ورما من الثدي وعمل رديشن في مارس ٢٠٢٠,"ال فىسلامه عليها شافاها الله وعافاها....احدهما في الغالب كيس والاخري لست علي يقين ...الصورة بالنسبه لي غير واضحة.
لو كان الاخر خراج...يجب اخذ مضاد حيوى ضروري لا الاشعاع يضعف المناعه فلا نجعل فرصه لانتشار ولكن نوع المضاد الحيوى والجرعات يجب مراجعة طبيب الاسنان مع طبيبها المعالج للاورام....وقد تحتاج لمضاد حيوي حقن ولكن القرار للطبيبين لتقييمهم للحاله...
اما بالنسبه للكيس فيزال بالجراحه ولكن انصحط بالتوجه لطبيب اسنان اخصائي جراحة او طب فم وامراض لثة
ولان حالتها خاصة فلو تقرر ازالته يجب مراجعة طبيب الاورام ايضا
الف سلامه وادعو لها بالشفاء العاجل ان شاء الله",أمراض الأسنان
1994,اعاني من لثة بيضاء جداً وعندما انهض في الصباح الباكر فمي بكله جاف وابيض واللثة بيضاء وحتى اللسان علما بأنني افرش اسناني يوميا,"انا لا اعرف ان كنت تقصد أنك تري بقع بيضاء على اللسان واللثة ..لو كان كذلك فقد يكون فطر في الفم وتحتاج لعلاج مضاد للفطريات
ام انك تقصد ان اللثه كلها لونها فاتح؟
ربما كنت تعاني من الانيميا ...ولكن لا استطيع وضع فرضيات دون الفحص.افضل ان تفحصها عند الطبيب لان هناك اسباب كثيرة",أمراض الأسنان
1995,"كان عندى الم والتهاب فى اللثه وصديد
وعالجته وعملت بعدها تنضيف للجير والوجع بتاع اللثه راح
ورجع بعدها بفترة بالاخص بعد دور برد وعملت اشعه الاسنان ومش عارفه السبب ممكن ايه
ومستمرةعلى غسول ومس كل فترة","طبعا قبل كل شئ الفحص هو الافضل
لكن الاشعة تظهر ان عندك بعض الجيوب التي سببها الجير قد تلتهب لتراكم باقي الطعام فيها
لذا يجب متابعتها وتنظيفها عند الطبيب على فترات متباعدة باستمرار
ايضا بعد ادوار البرد قد يحدث بعض الالتهاب الذي يزول
انصحك ان تستمري فترة على فيتامينC
ولكن ارجو الفحص عند الطبيب لو استمر الالتهاب",أمراض الأسنان
1996,طفله عمره سنتان تضغط على اسنانها تشعر بألم في الاسنان وفيه أحمرار في سقف الفم ايش سبب الالم و الاحمرار,هذه التهاب في اللثه وهذا ممكن حدوثه بعد اخذ مضاد حيوي او نزله برد وسخونه ممكن اخذ جل الاسم العلمي له hyloronic acid وهذا موجود في صوره جل او بخاخ يوضع على اللثه قبل الاكل بنصف ساعه ويمنع الاشياء الساخنه او الحراق او المأكولات القاسيه مثل الشيبسي وخلافه,أمراض الأسنان
1997,قبل عام تعرضت لجرثومة المعة وبعد مدة بداء زيادة في افراز اللعاب بغزارة وزيادة فطريات القلون والامعاء وادا ذلك لتسوس جميع اسناني واصابتي باضطرابات عديدة ولم اجد العلاج المناسب,زيادة إفراز اللعاب لا تؤدي أبدا للتسوس، بل بالعكس أن اللعاب يساعد في غسل الاسنان من بقايا الطعام يبدو أن يوحد مشكلة في البلع او ما شابه. عليك مراجعة الطبيب لفحص افرازات الغدد اللعابية و علاج التسوس,أمراض الأسنان
1998,تم زراعة ٩ اسنان في ساعه واحده فقط من قبل الطبيب هل يصح ذلك,اذا كان سؤالك عن امكانيه هذا من عدمه فهذا يرجع لتقدير الطبيب المعالج فقط هو من يقرر ذلك وهذا اذا كان فعلا زرع يعني عمليه جراحيه وتركيب زرعات في عظام الفك ..... اما اذا كان المقصود به التركيبات الثابته او جسور فهذا اجراء عادي وليس هناك مشكله,أمراض الأسنان
1999,يوجد تغير في لون لساني منذ اكثر من سنه اللون تقريبًا بنفسجي الى رمادي موجود في جانبيّ اللسان وقليلًا في المقدمة وباقي اللسان اللون طبيعي تقريبًا .. مهما حاولت لم اجد الحل لا ادوية الفطريات ولا كشفيات الطوارئ مايعرفون السبب ، علماً اني اهتم بصحة اسناني,ارجو ايضاح طبيعة عملك وطبيعه مكان الاقامه هل في مدينه ام قريه وهل تتناول مشروبات مثل الكولا والقهوة والشاي او اي مواد مثل القات وخلافهوالرجو ارسال صورة واضحه,أمراض الأسنان
2000,كنت اعاني من التهاب الجيوب الحاد منذ عشرة أيام لكني لم اتناول مضاد التهاب الا من يومين الحمد لله خف الاحتقان ولكن أصبح عندي انتفاخ وتورم في الفك من جهة اليمين مع ألم عند البلع وعدم القدرة على فتح الفم اكثر من ما يدخل اصبع فقط لدي ضرس مسوس كان يحتاج للعلاج قبل حدوث الالتهاب ولكنه لا يؤلمني,أرجو منكي زيارة طبيب الأسنان للمساعدة في فتح الفم و إجراء اللازم,أمراض الأسنان
2001,عند إجراء أشعة تبين وجود خراج كبير تحت الضرس نتيجة تموت العصب وقام الطبيب بتنظيف قناة الجذر ووضع مواد وحشوة ومهلني مدة اسبوع اذا ظهر تورم او لا؟ الان بعد ٣ ايام اشعر بالام شديد وشعور علاوة وعدم القدرة على العض على الضرس دون وجود تورم واضح؟؟ هل هذا الطبيعي حتى موعد الجلسة القادمة وتنظيف مرة ثانية أم ماذا؟,صوره الاشعه توضح وجود خراج في الضرس 47ولا يوجد علاج عصب فمن الواضح انها قبل تدخل الطبيب ... اما عن السؤال فان هذا وارد حدوثه بعد المعالجه وان استمر اكثر يجب مراجعة الطبيب المعالج زفي الوقت الحالي يمكن اخذ مسكن الام وعمل كمادات ماء ساخن,أمراض الأسنان
2002,اعاني من طعم مر في الفم علما انه بأستمرارولا فيني شى بالاسنان او اللثه واكتشفت انه فيني جرثومه في المعده ولكن ما سبب هذا الطعم اصحى من النوم بسبه الطعم المر ما اسبابها هل خطر,علي الاغلب ارتجاع مريئي يرجى مراجعه طبيب باطني للفحص,أمراض الأسنان
2003,خلعت ضرس العقل منذ اسبوع ومازال لدى الم فى الجيوب الانفية وعندما استخدم الماء والملح اشعر بها فى انفى مع العلم انى لم اشتكى منها قبل الخلع,يجب تصوير اشعه بانوراما وذلك للضروره,أمراض الأسنان
2004,عندى انتفاخ فى لثه السنه العلويه مع احمرار بدون الم مستمره لعده اسابيع ويقل حجمه ويزداد ثانيه بعد غسل الاسنان,كنت اتمنى أن ترفق صورة للمكان المنتفخ... يمكنك المضمضة بمحلول ملحي ٣ مرات في اليوم لمدة 5 ايام و إن لم يفلح عليك بزيارة طبيب الأسنان,أمراض الأسنان
2005,هذا اليوم الثالث بعد الخلع سن فالفك العلوي بجدور عميقه كان صعب الخلع وهذا شكل مكان الخلع هل هو التهاب ؟ مع العلم اني استخدم مسكنات فقط,نعم هذا التهاب ويجب الرجوع لطييبك ليكتب لك مضادا حيويا,أمراض الأسنان
2006,مرحبا اعاني من انتفاخ سقف الفم من شهرين ولكنه يخف مع الوقت ، وبروز براعم التذوق على لساني ، والان يوجد تخلخل خفيف مع الم في ضرسي ولا يوجد فيه عصب من سنوات كثيره ، انا خائفه كثيرا وعندما اكتب المشكله ياتيني في البحث سرطان ، هل الذي اعاني منه خطير؟,يجب ارسال اشعه على الأسنان بانوراما وتصوير براعم التذوق لمعرفه اذا كان فيه انتفاخ او لا.... أما موضوع تخلخلت السن وانه لا يوجد فيه عصب غير مفهوم اي هل السن منزوع العصب وتم عمل علاج جذور وحشو ام انه يوجد به خراج... ارجو الاجابه على الاسئله وإرسال الاشعه للوقوف على التشخيص الصحيح... أما م ضوع الأورام السرطانية فهي نادره الحدث ولها اعراض أخرى,أمراض الأسنان
2007,هل يوجد خطورة في خلعة وهل يوجد حل آخر غير الجراحة,نسبة لميلان الضرس داخل العظم لا يوجد حل غير الجراحة .. و هي جراحة بسيطة ويجب إجراؤها عند أخصائي جراحة الفم والوجه والفكين,أمراض الأسنان
2008,أعاني من وجود كلكعه في اللثة ووجع الأسنان ووجود كلكعه وراء الاذن، والمسكن بيعمل مفعول عادي فما السبب؟,سببها وجود إلتهاب في العصب أو اللثة أو خروج ضرس العقل عادة ما يسببها,أمراض الأسنان
2009,"السلام عليكم
اعاني من ثقل والم عند لمس السن وليس الطرق عليها. علما انه مسحوب العصب منذ سته اشهر ونفس احساس اول يوم لم يتغير الى الان احساس ثقل الشعور بانه سيقع من فمي والطبيب يقول انه سليم كما اشعر بانزعاج وشد شديد من السوائل الحارة على نفس السن",يجب عمل اشعه أسنان على السن المصاب لمعرفه سبب الألم,أمراض الأسنان
2010,لقد قمت بحشو الأسنان الأمامية العلوية (٢) مند ٩ أيام و التسوس لم يصل للعصب لكن أشعر إلى الآن بألم في أحد السنين عند الأكل و الهواء البارد لا أعرف لماذا!؟؟,احيانا يكون ذلك طبيعيا بعد الحشو لمدة اسبوعين او ثلاثه....ولكن اذا استمرت الحساسيه لأشهر فيجب مراجعة الطبيب وفحص الحشو وفحص اللثه حوله لان ربما كان عندك جيب لثوي او بعض الجير ..لو استمر,أمراض الأسنان
2011,اني حاليا في نهاية الاسبوع الثالت وعندي الم في ضرسي للعلم قبل سنه فعلت حشوه والان انكسرت الحشوه مما تسبب لي بالم فضيييع هل استطيع زيارة طبيب الاسنان وخلع ضرسي,لا يمكن خلع الضرس أثناء الحمل وخصوصا في الأشهر الثلاث الأولى وذلك لتأثير مكونات البنج على الجنين وايضا لعدم التعرض لتوتر او ضغط ممكن حدوثه أثناء الخلع ولذا يلزم اخذ بعض الادويه المصرح بها في الحمل مثل مسكن باراسيتامول موجود باسم بنادول او فيفادول او بارامول ومضاد حيوي اموكسيسيللين 875 مج كل 12 ساعه ويوجد مواد طبيعيه مثل الثوم لها مفعول ساحر لازاله الام الأسنان.... ويمكن عمل علاج جذور أثناء الشهر الخامس والسادس اذا لزم الأمر,أمراض الأسنان
2012,هل من الطبيعي وجود الم بسيط عند المضغ على سن ( الرحى ) الذي تم تحشيته بحشوة بلاتين قبل اسبوع .,نعم ويجب ان يختفي تدريجيا خلال اسبوعين من الحشو وفي حال لم يختفي او زلد الالم يجب مراجعه الطبيب,أمراض الأسنان
2013,من شهرين سحب لي الطبيب عصب ضرسي وكان في رائحة عفونة من الضرس وضع لي حشوة مؤقتة فانتفخ خدي و اللثة تورمت فعمل لي جلسات كلور مرتين بالأسبوع من شهرين ولكن لم استفيد و ما زل هناك نزيف شديد وقال الطبيب يمكن ان نقلع الضرس ماذا افعل حتى يطيب ولا اضطر للقلع,الاضراس المتعفنه تحتاج الكثير من جلسلت التنظيف والارواء والتعقيم حتى تتعافى وفي بعض الحالات التي يلاحظ الطبيب عدو وجود تحسن يلجأ للخلع يمكن استشاره اخصائي علاج جذور في منطقتك عن جدوى العلاج في حال لم ترغبي بالخلع,أمراض الأسنان
2014,عندما أصاب بالإنفلاونزا دائمًا ما يكون فمي مليء باللعاب الذي لا استطيع السيطرة عليه فيجب أن ابصق بالثواني لدرجة لا يمكنني النوم لأن اللعاب يملء فمي بالكامل مع صعوبة بالبلع والتهاب البلعوم,يكثر اللعاب طبيعياً مع وجود بعض الأمراض و بسبب بعض الأدوية و يمكن أن يكون اللعاب طبيعي و لكن صعوبة البلع أدن إلى تجمع اللعاب و حينها تظن أنه أكثر من الطبيعي,أمراض الأسنان
2015,هل من الطبيعي احس بتقدم الفك العلوي بعد خلع سن وما اتعوض من فترة,حسب السن المخلوع ولايمكن اعطاء اجابه موكده عن اممانيه بروز الاستان بعد خلع لفتره ولم يعوض يحي دراسه الحاله عن طريق الاشعه والقياسات لتاكيد بروز الفك التقويم الشفاف ليس بديل للزرع لتعويض سن مفقود,أمراض الأسنان
2016,الم كبير في اخر ٣ اسنان من جهة اليسار وايضا الم احيانا يمتد الى ناب,يجب الفحص عند الطبيب وعمل اشعة حتى نتمكن من معرفة سبب الالم لانه ربما احد الضروس قد انكشف عصبه او ضرس العقل وضعه غير طبيعى واسباب اخري كثير لذا ارجو الفحص,أمراض الأسنان
2017,لدي لون ابيض على اللسان ووجود بروز للحليمات على اللسان وجفاف في اللسان عند الاستيقاظ من النوم,اللسان طبيعي جدا لا داعي للقلق,أمراض الأسنان
2018,انا حامل بالشهر التاسع خلعت رضسين جنب بعض بالفك السفلي قبل ٤ ايام لاكن في الم غير محتمل بالفك و الأذن والعين والراس الدكتور كتبلي فقط بنادول إكسترا,امن مسكن في حالتك هو البنادول يمكنك وضع كمادات ماء دافئ و المضمضة بمحلول ملح فاتر مع مراعاة المراجعه مع الطبيب للأطمأنان علي مكان الجرح,أمراض الأسنان
2019,مركبة تقويم في اسناني من ٦ أشهر بسبب بعض الفراغات في الفك السفلي ومع الوقت الراغ قل ولكن اللثه ظهرت بشكل واضح جدا ودخلت في الفراغ ما بين الأسنان وقفلت بين كذا سنة ومعرفش هل دا طبيعي ولا لأن مش حابة شكلها كدا وعلي علمي التقويم بيقفل ما بين الأسنان مش يساعد علي ظهور اللثه بشكل أكبر,رد فعل طبيعي من اللثة بسبب سوء العنايه بنظافه الفم,أمراض الأسنان
2020,انكسرت طاحونتي وبعد فترة صار جزء منها يتخلخل فحاولت اخلع الجزء الي بتخلخل وانخلع وظل الجزء الثاني من الطاحونة بس مكسور عحفة اللثة المشكلة انه اله اكثر من شهرين مش راضي يلئم مكان الخلع ما فيه وجع بس فيه رائحة التهاب وما رحت على دكتور لاسباب فمكن تنخلع بدون جراحة ولازم اخذ مضاد وايش المضاعفات بهيك حال,عليكي عدم لمس المكان مرة أخرى و زيارة الطبيب لعمل اللازم و حفاظاً على صحتك يجب عدم محاولة خلعه أو لمس مكان الجرح .. دمتي بخير,أمراض الأسنان
2021,لدي طاحونة في الفك السفلي تم خلعها بالكامل بعد ما انكسر جزء منها واخرى بجانبها اكتشفت من طبيب الأسنان والصورة انها لم تخرج ابدا...الان الطاحونتين في الفك العلوي نزلتا للاسفل لان مقابلها فارغ والان انا بدأت بعمل تقويم لعمل رف للطاحونتين ثم الزراعة في الأسفل، هل يمكن أن تشرحلي كيف سيتم وضع التقويم,التقويم سيركب بعمل تسويه للاسنان العلويه وصفهالترك مسافه للتعويض بالزراعه في الفك السفلي غرس الاسنان في الفك العلوي التي تطاولت للاسفل يتم بربطها مع بقيه الاسنان وتعديل وضعها وهي اجراء علاجي من تخصص طبيب التقويم,أمراض الأسنان
2022,عندي ضرس كان محشو عصب وبعدين حشو وقع بقالو فتره في الم فهل كدا العصب ماتعالجش ولا دا التهاب,"أولا يجب عمل صورة أشعة للتأكد من حشو الجذور
ثانياً يمكن أن يحدث التهاب حول و تحت الضرس",أمراض الأسنان
2023,طفلتي بعمر ٤ سنوات ونصف من فترة ظهر نخر في سنها ثم ابيضاض في جذر السن كما يظهر في الصورة قال طبيب الاسنان ان ذلك بسبب الرضاعة ولكن تسنينها تأخر وهي صغيرة حيث فطمتها عن الرضاعة بعمر سنة وشهرين اشهر ولم يكن لديها ولا سن ولم أكن موجودة لاخبر الطبيب بذلك فما السبب وما الواجب فعله غلما اني اعتني بنظافتهم,"هل هذا يعني أنه تم فحص الكالسيوم و هكذا ؟؟
النخر هو إما بداية التسوس أو بداية تآكل و في كلتا الحالتين يجب عمل حشوة مكان الفتحة، و هذا سن لبني سوف يقع و يخرج غيره",أمراض الأسنان
2024,هل بامكاني حقن بوتوكس في الجبهة و رفع الحواجب بالبوتوكس او فيلر الشفايف في حال كان عندي تسوس اسنان او خراج اسنان؟؟,يمكنك في الجبهة و لكن من الافضل علاج المرض أولا ثم إجراء التحميل لضمان عدم انتشار الخراج و الالتهاب خصوصا اذا كان هنالك ورم ملحوظ,أمراض الأسنان
2025,كان مسوي لي صمغ مؤقت للجسر وانفك علي فالتهب تحت الجسر ورجعت رحت وسوو لي صمغ مؤقت ايضا لانه اللثة ملتهبة ماسوو لي الصمغ الدائم،نصحوني بالمضمضة بالمُرة ولكن ماشفت اي نتيجة,مضمضة بمحلول ملحي 5 مرات في اليوم ... إذا لم ينفع و لم يحدث أي تحسن يجب عليكي وبارد الطبيب يمكن أن تكون المادة اللاصقة تسبب لكي الحساسية,أمراض الأسنان
2026,جرح جدا مولم اذا اكلت او سولفت او حتى لو شربت شي جدا قوي هالالم وش الحل,يبدو انك عضضت لسانك يمكنك استخدام مضمضة بمحلول ملحي أو حتى وضح كاسترد عليها و ستزول خلال اسبوع إلى ١٠ ايام تدريجيا,أمراض الأسنان
2027,ابوي يعاني من الم في كامل فكه السفلي والعلوي عند المضغ م يعرف يمضغ كويس يحس بألم لا اعلم هل السبب حساسيه في كامل اسنان الفك ام لا وما هو السبب جزاكم الله خيراً,أسنان كبار السن تتعرض للحساسية لأسباب كثيرة أهمها انحسار أو تراجع اللثة مما يسبب ظهور و كشف جزء من الجذر مما يجعل السن حساساً جدا، و السبب الثاني تآكل جزء من السن نفسها و ظهور جزء من العاج الذي يسبب الحساسية في الحالة الأولى يمكن استخدام معجون الاسنان الحساسة و فرشاة ناعمة، بعد التأكد من عدم وجود تسوس أو حفر في الجذر أو السن مع الانحسار،، و في الحالة الثانية يجب عمل حشوات زجاجية على الأسنان المتضررة,أمراض الأسنان
2028,اود السؤال هل لدي اي مرض انحسار اللثه او لا هل لدي مشكلة في اللثة او ان الأسنان طبيعية هكذا ؟؟؟,يوجد تراجع في اللثة في بعض الأسنان و يمكن يكون ناتج عن طريقة تفريشك الأسنان مع وجود التقويم .. يجب استخدام فرشاة خاصة بالتقويم و أن تكون الفرشاة العادية درجة ناعمة جدا و التقرير بحركة دائرية أفضل.. دمت بخير,أمراض الأسنان
2029,انا كنت مقرره اركب اسنان الاماميه عشان ميلانه وقرررت اركب اسنان وتم سحب العصب للاسنان الاماميه ثم ندمت وابي اسوي تقويم بدل التركيب للعلم لم يبدا نحت الاسنان والتركيب,عليكي استشارة أخصائي تقويم الاسنان الذي سيقوم بعلاجك ..,أمراض الأسنان
2030,ايها افضل تقويم الاسنان او عملية جراحية في عمر 25علما انني وضعت تقويم عندما كان عمري 11سنة,لا يمكن الحكم بدون صور و لكن الجراحة تظهر نتائج اسرع من التقويم,أمراض الأسنان
2031,"السلام عليكم انا استخدم مضاد حيوي كلافوكس مع
مع انازول للاسنان واحس اذ استخدمتها بخفقان
والشعور بعدم الراحه في القلب انا عمري 21 هل فيه
مشكله في المضاد الحيوي او لا ؟",عليكم السلام دواءكلافكس وانازول تستعمل لعلاج خراجات الاسنان وتحت اشراف طبي يمكن ان تحدث رد فعل عند بعض المرضى من عدم الارتياح في خال ذلك يمكن ان تطلب تبديلها من طبيبك,أمراض الأسنان
2032,منذ سنتين قلعت سن العقل وحاليا يوجد الم شديد في مكان سن ويزداد الالم عند ضغط على لثة,يجيب عمل صورة أشعة كامله للفك لمزيد من الفحص، و خلع ضرس العقل من الممكن أن تتبعه مضاعفات لذا يجب عليك الذهاب الى العيادة للفحص,أمراض الأسنان
2033,اعطاني الدكتور هذا البخاخ لتهديه من وجع الضرس ماهي الاعراض الجانبيه ؟؟,يستخدم لألتهابات الفم بشكل عام و اللثة خصوصا ويساعد على تغيير رائحة الفم غير المحببة لانه يعمل على علاج المسببات للرائحة يعني اذا كان سبب الألم التهاب اللثة سوف يتم العلاج,أمراض الأسنان
2034,عندي زوائد جلدية تحت اللسان هل هي طبيعية,يجب الذهاب لطبيب الأسنان لمزيد من الفحص,أمراض الأسنان
2035,انا كان عندي تسوس في السن الامامي الي بجانب الناب وتم عمل له حشوة لكن اكتشفت انه الدكتورة بردت ووضعت حشوة في السن الثنايا لماذا ؟؟؟ انا جدًا معصبه لان ما تكلمت معي انها رح تعمل كذا الموضوع مضايقني انه جزء كبير من السن مبرود وتم وضع له حشوة وهو كان سليم ولا توجد في مشكله هل منه ضرر,عليكي مراجعة الطبيبة نفسها لمزيد من التوضيح هل كان هناك تسوس في هذا المكان أم أنه مجرد خطأ,أمراض الأسنان
